식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴 / 바이오틴(μg),비타민 B6 (mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방(g),EPA + DHA(mg),가돌레산(20:1 n-11) / 에이코센산(20:1 n-9)(mg),감마 리놀렌산(18:3 n-6)(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),"도코사펜타에노산(DPA, 22:5 n-3)(mg)","도코사헥사에노산(DHA, 22:6 n-3)(mg)",디호모리놀렌산(20:3 n-3)(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2 n-6)(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1 n-7)(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4 n-3)(mg),아라키돈산(20:4 n-6)(mg),아라키드산(20:0)(mg),알파리놀렌산(18:3 n-3)(g),에루크산(22:1)(mg),에이코사디에노산(20:2 n-6)(mg),에이코사트리에노산(20:3 n-6)(mg),"에이코사펜타에노산(EPA, 20:5 n-3)(mg)",오메가3 지방산(g),오메가6 지방산(g),올레산(18:1 n-9)(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1 trans n-9)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글리신(mg),라이신(mg),류신 / 루신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신 / 이소루신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),카페인(mg),토코페롤(mg),토코트리에놀(mg),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자
D406-336000000-0001,붕어 매운탕,D,음식,4,외식(재료량 기반 산출함량),6,찌개 및 전골류,6336,붕어 매운탕,633600,해당없음,63360000,해당없음,0,해당없음,100ml,23,22.9,3.1,0.7,,1.08,0.25,0.5,15.0,0.45,40.0,81.0,112.0,6.0,1.0,60.0,0.047,0.048,0.403,0.5,0.47,7.0,0.12,,,,,,,7.63,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,3.99,0.5,0.08,0.0,4.87,9.24,,0.27,1.06,0.25,0.34,6.55,,1.85,,22.42,3.78,3.41,2.02,0.04,0.67,0.68,,15.96,0.08,0.26,135.97,,0.08,,,,,,,21.67,83.77,,,,,,12.38,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,600ml,해당없음,3,산출,2024-01-31,2025-04-08
D406-337000000-0001,삼치찌개,D,음식,4,외식(재료량 기반 산출함량),6,찌개 및 전골류,6337,삼치찌개,633700,해당없음,63370000,해당없음,0,해당없음,100ml,50,43.3,6.2,1.28,,3.35,1.08,1.0,16.0,0.32,78.0,188.0,347.0,21.0,0.0,255.0,0.054,0.064,0.158,1.34,1.65,16.97,0.27,,,,,,,13.41,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,15.19,0.0,5.11,3.06,7.85,191.95,,0.65,2.68,0.31,0.26,23.59,,3.56,,44.78,0.0,0.31,4.76,0.05,1.87,9.89,,43.93,0.3,0.33,169.21,,0.0,,,,,,,27.93,175.27,,,,,,23.31,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,297ml,해당없음,3,산출,2024-01-31,2025-04-08
D406-339000000-0001,송어 매운탕,D,음식,4,외식(재료량 기반 산출함량),6,찌개 및 전골류,6339,송어 매운탕,633900,해당없음,63390000,해당없음,0,해당없음,100ml,54,53.4,6.6,1.35,,4.03,1.56,1.2,25.0,0.61,94.0,217.0,247.0,33.0,7.0,318.0,0.155,0.085,2.67,3.12,0.91,18.27,0.32,,,,,,,17.7,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,10.41,0.0,0.0,0.0,16.0,133.6,,0.37,1.3,0.31,0.0,33.74,,1.89,,52.02,0.0,0.0,1.49,0.05,0.0,0.21,,39.2,0.24,0.31,219.14,,0.0,,,,,,,50.77,223.52,,,,,,18.07,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,275.8ml,해당없음,3,산출,2024-01-31,2025-04-08
D406-340000000-0001,숭어 매운탕,D,음식,4,외식(재료량 기반 산출함량),6,찌개 및 전골류,6340,숭어 매운탕,634000,해당없음,63400000,해당없음,0,해당없음,100ml,51,53.5,6.8,0.87,,4.11,1.56,1.2,26.0,0.54,82.0,115.0,241.0,29.0,2.0,318.0,0.063,0.09,1.121,2.87,0.38,15.99,0.18,,,,,,,16.96,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,7.33,2.28,0.0,3.59,21.84,45.32,,0.37,1.3,0.25,0.33,15.11,,1.89,,29.27,2.61,19.56,1.49,0.05,2.28,0.21,,25.11,0.14,0.29,105.57,,0.0,,,,,,,35.41,110.2,,,,,,19.84,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,275.8ml,해당없음,3,산출,2024-01-31,2025-04-08
D406-342000000-0001,애호박찌개,D,음식,4,외식(재료량 기반 산출함량),6,찌개 및 전골류,6342,애호박찌개,634200,해당없음,63420000,해당없음,0,해당없음,100ml,17,53.4,0.9,0.17,,3.54,1.53,1.6,11.0,0.2,26.0,149.0,264.0,16.0,0.0,192.0,0.035,0.058,0.251,2.09,0.0,0.0,0.04,,,,,,,20.25,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.0,0.02,0.0,0.0,0.09,,0.18,0.18,0.07,0.0,0.7,,0.96,,5.55,0.0,0.03,0.38,0.03,0.0,0.07,,0.05,0.03,0.08,18.2,,0.0,,,,,,,0.46,27.86,,,,,,9.21,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,227ml,해당없음,3,산출,2024-01-31,2025-04-08
D406-344000000-0001,연두부찌개,D,음식,4,외식(재료량 기반 산출함량),6,찌개 및 전골류,6344,연두부찌개,634400,해당없음,63440000,해당없음,0,해당없음,100ml,42,52.4,4.8,1.48,,2.59,0.95,0.8,51.0,0.69,84.0,156.0,291.0,13.0,2.0,127.0,0.212,0.09,0.255,4.84,0.14,26.58,0.24,,,,,,,13.23,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,3.6,0.0,2.11,0.62,2.16,46.62,,0.46,2.09,0.62,0.15,10.07,,4.33,,46.42,0.0,0.04,4.65,0.1,0.28,0.97,,28.75,0.18,0.62,229.57,,0.0,,,,,,,12.29,169.08,,,,,,23.19,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,257.8ml,해당없음,3,산출,2024-01-31,2025-04-08
D406-346000000-0001,잉어 매운탕,D,음식,4,외식(재료량 기반 산출함량),6,찌개 및 전골류,6346,잉어 매운탕,634600,해당없음,63460000,해당없음,0,해당없음,100ml,52,54.2,5.7,1.5,,4.08,1.56,1.2,29.0,0.64,84.0,209.0,231.0,29.0,3.0,318.0,0.127,0.085,1.02,3.12,3.55,19.04,0.28,,,,,,,17.21,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,35.65,0.7,1.49,0.0,9.46,50.76,,0.67,1.4,0.31,1.49,21.65,,2.19,,41.49,5.18,4.08,2.29,0.05,14.93,2.79,,26.87,0.15,0.32,386.08,,0.0,,,,,,,100.71,209.62,,,,,,18.07,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,275.8ml,해당없음,3,산출,2024-01-31,2025-04-08
D406-347000000-0001,잡탕전골,D,음식,4,외식(재료량 기반 산출함량),6,찌개 및 전골류,6347,잡탕전골,634700,해당없음,63470000,해당없음,0,해당없음,100ml,56,30.4,4.9,1.73,,4.99,0.73,0.7,16.0,1.17,66.0,116.0,279.0,18.0,1.0,204.0,0.028,0.081,0.422,0.74,0.5,23.68,0.47,,,,,,,11.03,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,7.58,0.0,0.79,0.41,1.82,61.36,,1.48,1.28,0.22,12.63,38.08,,1.87,,94.89,0.0,3.11,2.15,0.03,0.94,1.9,,18.3,0.11,0.23,433.44,,0.55,,,,,,,58.48,317.52,,,,,,18.04,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,485.7ml,해당없음,3,산출,2024-01-31,2025-04-08
D406-351000000-0001,콩나물찌개,D,음식,4,외식(재료량 기반 산출함량),6,찌개 및 전골류,6351,콩나물찌개,635100,해당없음,63510000,해당없음,0,해당없음,100ml,12,23.4,1.6,0.37,,1.09,0.13,0.4,29.0,0.28,35.0,67.0,219.0,1.0,0.0,6.0,0.03,0.023,0.167,0.52,0.01,5.34,0.08,,,,,,,13.95,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.0,0.37,0.08,0.22,8.32,,0.06,1.07,0.16,0.0,2.69,,1.91,,15.78,0.0,0.33,2.08,0.03,0.04,0.0,,2.41,0.04,0.16,57.48,,0.0,,,,,,,2.17,52.49,,,,,,9.89,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,250ml,해당없음,3,산출,2024-01-31,2025-04-08
D406-353000000-0001,해물전골,D,음식,4,외식(재료량 기반 산출함량),6,찌개 및 전골류,6353,해물전골,635300,해당없음,63530000,해당없음,0,해당없음,100ml,26,30.1,3.2,0.64,,1.95,0.52,0.6,15.0,0.43,50.0,89.0,178.0,16.0,0.0,197.0,0.025,0.049,0.192,0.99,0.48,19.66,0.11,,,,,,,12.1,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,4.64,0.09,0.45,0.25,0.97,57.73,,0.15,1.14,0.23,0.07,3.38,,1.96,,19.96,0.95,0.23,1.74,0.04,0.74,0.96,,18.58,0.12,0.23,80.41,,0.0,,,,,,,2.69,79.22,,,,,,16.87,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,500ml,해당없음,3,산출,2024-01-31,2025-04-08
D406-354000000-0001,홍어찌개,D,음식,4,외식(재료량 기반 산출함량),6,찌개 및 전골류,6354,홍어찌개,635400,해당없음,63540000,해당없음,0,해당없음,100ml,51,53.8,7.7,0.97,,3.15,0.79,1.5,104.0,0.76,110.0,182.0,84.0,15.0,0.0,183.0,0.05,0.112,0.951,2.51,0.94,25.46,0.17,,,,,,,13.75,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,2.19,0.09,0.0,0.0,3.0,28.21,,0.47,1.88,0.43,0.0,2.5,,3.43,,30.82,0.0,5.17,2.6,0.07,0.0,0.35,,4.12,0.1,0.44,150.02,,0.01,,,,,,,3.63,119.35,,,,,,22.96,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,625ml,해당없음,3,산출,2024-01-31,2025-04-08
D407-305000000-0001,가오리콩나물찜,D,음식,4,외식(재료량 기반 산출함량),7,찜류,7305,가오리콩나물찜,730500,해당없음,73050000,해당없음,0,해당없음,100ml,29,42.5,2.68,0.84,,3.5,0.69,1.3,27.0,0.42,60.0,125.0,111.0,13.0,0.0,156.0,0.045,0.081,0.558,0.95,0.14,4.13,0.15,,,,,,,18.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,1.03,4.88,,0.51,,0.37,0.04,2.85,,,,30.6,,2.2,4.54,0.05,,0.32,,2.92,,,176.65,,0.01,,,,,,,2.76,100.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,600ml,해당없음,3,산출,2022-11-30,2025-04-08
D407-313000000-0001,꽃게콩나물찜,D,음식,4,외식(재료량 기반 산출함량),7,찜류,7313,꽃게콩나물찜,731300,해당없음,73130000,해당없음,0,해당없음,100ml,52,62.8,5.86,1.34,,5.1,0.91,1.8,49.0,0.72,81.0,184.0,209.0,21.0,0.0,248.0,0.05,0.12,0.631,0.97,0.04,12.62,0.21,,,,,,,22.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,3.75,35.8,,0.79,,0.43,0.09,5.95,,,,42.53,,1.07,4.71,0.27,,1.78,,38.84,,,194.13,,0.03,,,,,,,10.1,138.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,800ml,해당없음,3,산출,2022-11-30,2025-04-08
D407-315000000-0001,낙지찜,D,음식,4,외식(재료량 기반 산출함량),7,찜류,7315,낙지찜,731500,해당없음,73150000,해당없음,0,해당없음,100ml,74,59.5,5.47,4.31,,3.81,0.89,1.2,26.0,0.7,88.0,186.0,217.0,13.0,1.0,149.0,0.053,0.099,0.917,0.82,0.11,35.53,0.67,,,,,,,22.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,4.02,46.74,,0.5,,1.73,0.22,4.85,,,,212.55,,3.07,22.68,0.09,,0.91,,39.62,,,1393.99,,0.02,,,,,,,9.3,405.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,600ml,해당없음,3,산출,2022-11-30,2025-04-08
D407-316000000-0001,단호박찜,D,음식,4,외식(재료량 기반 산출함량),7,찜류,7316,단호박찜,731600,해당없음,73160000,해당없음,0,해당없음,100ml,41,53.9,0.93,0.16,,10.04,3.63,2.0,5.0,0.19,20.0,283.0,2.0,301.0,0.0,3611.0,0.014,0.036,0.177,8.48,0.0,0.0,0.03,,,,,,,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,0.01,,0.04,0.01,0.02,,,,5.49,,0.0,0.0,0.02,,0.0,,0.0,,,59.11,,0.0,,,,,,,0.03,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,90ml,해당없음,3,산출,2022-11-30,2025-04-08
D407-319000000-0001,대구볼찜,D,음식,4,외식(재료량 기반 산출함량),7,찜류,7319,대구볼찜,731900,해당없음,73190000,해당없음,0,해당없음,100ml,45,59.1,4.23,1.23,,5.37,1.09,1.8,27.0,0.63,70.0,167.0,143.0,24.0,2.0,261.0,0.071,0.125,0.831,1.11,0.15,12.08,0.21,,,,,,,29.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,0.06,11.49,,0.72,,0.51,0.15,4.12,,,,43.08,,0.53,5.92,0.12,,0.36,,5.67,,,251.79,,0.02,,,,,,,3.02,140.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,640ml,해당없음,3,산출,2022-11-30,2025-04-08
D407-324110000-0001,돼지갈비찜_배추김치,D,음식,4,외식(재료량 기반 산출함량),7,찜류,7324,돼지갈비찜,732411,배추김치,73241100,해당없음,0,해당없음,100ml,89,72.0,5.86,4.89,,5.36,2.21,2.0,30.0,0.62,75.0,225.0,337.0,19.0,2.0,205.0,0.165,0.112,1.324,3.28,0.08,20.35,1.45,,,,,,,26.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3.99,0.01,,9.13,,0.77,1.05,67.44,,,,439.25,,0.05,7.01,0.1,,22.2,,0.03,,,1387.24,,2.92,,,,,,,88.07,876.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,450ml,해당없음,3,산출,2022-11-30,2025-04-08
D407-329000000-0001,복찜,D,음식,4,외식(재료량 기반 산출함량),7,찜류,7329,복찜,732900,해당없음,73290000,해당없음,0,해당없음,100ml,36,42.1,3.55,0.92,,4.11,0.87,1.2,22.0,0.46,57.0,116.0,137.0,12.0,0.0,146.0,0.047,0.084,0.797,1.06,0.49,5.81,0.16,,,,,,,20.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,1.12,9.92,,0.39,,0.42,0.11,2.65,,,,36.37,,0.55,3.48,0.05,,0.17,,4.07,,,182.96,,0.01,,,,,,,2.66,108.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,510ml,해당없음,3,산출,2022-11-30,2025-04-08
D407-333220000-0001,소갈비찜_해물,D,음식,4,외식(재료량 기반 산출함량),7,찜류,7333,소갈비찜,733322,해물,73332200,해당없음,0,해당없음,100ml,137,58.6,11.41,6.11,,8.65,0.7,1.3,28.0,1.25,136.0,185.0,173.0,36.0,18.0,226.0,0.136,0.294,2.836,0.44,1.71,92.67,2.17,,,,,,,20.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,5.39,57.13,,7.16,,0.32,49.19,181.89,,,,458.02,,4.9,7.13,0.02,,3.82,,43.16,,,2040.38,,2.51,,,,,,,270.51,1410.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,1120m,해당없음,3,산출,2022-11-30,2025-04-08
D407-335136000-0001,수육_소고기_꼬리,D,음식,4,외식(재료량 기반 산출함량),7,찜류,7335,수육,733513,소고기,73351360,꼬리,0,해당없음,100ml,84,20.6,6.0,6.27,,0.0,0.0,0.0,4.0,0.57,55.0,76.0,16.0,3.0,3.0,0.0,0.013,0.061,1.083,0.15,0.0,23.58,1.85,,,,,,,0.5,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,18.78,0.0,0.0,0.0,1.05,0.0,,4.68,0.12,0.13,85.66,162.88,,0.31,,365.3,0.0,10.55,1.18,0.0,0.45,1.06,,0.0,0.0,0.15,2469.24,,1.89,,,,,,,384.75,1250.28,,,,,,5.17,,,,,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,180ml,해당없음,3,산출,2024-01-31,2025-04-08
D407-350000000-0001,홍어찜,D,음식,4,외식(재료량 기반 산출함량),7,찜류,7350,홍어찜,735000,해당없음,73500000,해당없음,0,해당없음,100ml,41,32.5,7.2,0.54,,1.49,0.29,0.3,108.0,0.54,95.0,121.0,267.0,4.0,0.0,47.0,0.032,0.118,0.927,0.85,1.1,29.91,0.09,,,,,,,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,3.52,33.15,,0.09,,0.16,0.0,0.67,,,,25.16,,5.97,1.94,0.01,,0.06,,4.85,,,135.3,,0.0,,,,,,,3.2,59.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,250ml,해당없음,3,산출,2022-11-30,2025-04-08
D407-351000000-0001,황태콩나물찜,D,음식,4,외식(재료량 기반 산출함량),7,찜류,7351,황태콩나물찜,735100,해당없음,73510000,해당없음,0,해당없음,100ml,82,52.7,10.17,1.99,,6.92,1.74,2.5,64.0,0.87,142.0,327.0,244.0,31.0,0.0,376.0,0.074,0.176,1.074,1.12,0.23,19.43,0.35,,,,,,,27.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,2.14,72.37,,1.21,,0.75,0.23,10.18,,,,68.46,,1.46,5.55,0.21,,2.17,,51.21,,,306.84,,0.02,,,,,,,12.02,247.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,650ml,해당없음,3,산출,2022-11-30,2025-04-08
D407-354000000-0001,개고기 수육,D,음식,4,외식(재료량 기반 산출함량),7,찜류,7354,개고기 수육,735400,해당없음,73540000,해당없음,0,해당없음,100ml,226,50.7,15.8,17.15,,3.1,0.1,1.4,27.0,2.55,170.0,267.0,54.0,9.0,9.0,2.0,0.115,0.182,1.591,2.71,0.0,32.25,3.45,,,,,,,12.86,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.11,0.58,0.0,0.0,,0.23,0.59,2.29,249.23,19.06,,0.56,,940.12,0.0,304.61,2.36,1.24,0.0,0.97,,0.0,1.24,2.6,3074.87,,0.07,,,,,,,499.83,2482.33,,,,,,29.27,,,,,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,200ml,해당없음,3,산출,2024-01-31,2025-04-08
D407-356000000-0001,굴찜,D,음식,4,외식(재료량 기반 산출함량),7,찜류,7356,굴찜,735600,해당없음,73560000,해당없음,0,해당없음,100ml,142,89.4,11.3,4.04,,15.7,7.17,2.4,101.0,4.03,177.0,198.0,923.0,45.0,8.0,439.0,0.229,0.503,4.679,3.33,0.0,32.76,0.61,,,,,,,44.74,,,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,72.28,3.32,0.05,43.1,9.95,242.03,,1.47,2.06,0.87,1.66,99.51,,2.7,,124.84,56.36,24.87,9.74,0.04,0.0,12.07,,314.97,0.7,0.93,767.78,,0.0,,,,,,,261.67,277.13,,,,,,65.31,,,,,14.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,98.9ml,해당없음,3,산출,2024-01-31,2025-04-08
D407-357000000-0001,꽃게찜,D,음식,4,외식(재료량 기반 산출함량),7,찜류,7357,꽃게찜,735700,해당없음,73570000,해당없음,0,해당없음,100ml,52,62.8,5.9,1.33,,5.1,0.91,1.8,49.0,0.72,80.0,183.0,217.0,21.0,0.0,248.0,0.05,0.121,0.633,0.99,0.04,12.52,0.21,,,,,,,22.48,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,4.5,0.1,0.21,0.64,3.93,37.27,,0.78,2.95,0.43,0.11,5.96,,5.29,,43.07,1.05,0.75,4.73,0.27,1.01,1.83,,40.33,0.36,0.44,194.29,,0.03,,,,,,,10.08,139.48,,,,,,29.83,,,,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,800ml,해당없음,3,산출,2024-01-31,2025-04-08
D407-358000000-0001,도미찜,D,음식,4,외식(재료량 기반 산출함량),7,찜류,7358,도미찜,735800,해당없음,73580000,해당없음,0,해당없음,100ml,52,64.4,7.9,0.91,,3.22,0.92,1.3,33.0,0.52,127.0,126.0,85.0,26.0,3.0,268.0,0.13,0.141,2.195,2.39,1.87,24.37,0.15,,,,,,,18.28,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,2.09,0.1,0.03,0.07,0.78,7.13,,0.37,1.2,0.38,0.03,2.34,,1.41,,42.87,0.24,0.64,4.54,0.02,0.68,0.23,,1.47,0.03,0.38,271.53,,0.0,,,,,,,4.06,95.58,,,,,,22.93,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,226.7ml,해당없음,3,산출,2024-01-31,2025-04-08
D407-362000000-0001,메기찜,D,음식,4,외식(재료량 기반 산출함량),7,찜류,7362,메기찜,736200,해당없음,73620000,해당없음,0,해당없음,100ml,71,71.7,7.3,2.33,,5.37,0.77,1.4,25.0,0.76,104.0,307.0,150.0,30.0,18.0,141.0,0.116,0.093,1.181,3.55,1.51,20.83,0.6,,,,,,,23.62,,,,,2.78,,,,,,,,,,,,,,,,,,,,,,,,60.11,3.73,0.0,0.0,24.27,121.34,,2.27,1.11,0.29,0.0,59.21,,1.54,,102.33,7.47,2.05,1.24,0.04,11.2,0.06,,57.87,0.27,0.31,715.48,,0.02,,,,,,,168.85,405.69,,,,,,21.65,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,528.2ml,해당없음,3,산출,2024-01-31,2025-04-08
D407-363000000-0001,명란찜,D,음식,4,외식(재료량 기반 산출함량),7,찜류,7363,명란찜,736300,해당없음,73630000,해당없음,0,해당없음,100ml,61,62.3,7.1,2.24,,3.1,1.28,0.6,30.0,0.64,100.0,228.0,1130.0,21.0,21.0,2.0,0.183,0.179,2.883,2.7,0.54,111.82,0.41,,,,,,,28.47,,,,,2.33,,,,,,,,,,,,,,,,,,,,,,,,2.01,0.0,0.05,0.0,6.98,177.39,,0.08,1.29,0.56,0.0,16.22,,1.39,,88.9,0.0,8.38,11.13,0.01,0.0,0.24,,136.88,0.33,0.57,559.1,,0.0,,,,,,,43.19,286.01,,,,,,18.49,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,125.2ml,해당없음,3,산출,2024-01-31,2025-04-08
D407-364000000-0001,미더덕찜,D,음식,4,외식(재료량 기반 산출함량),7,찜류,7364,미더덕찜,736400,해당없음,73640000,해당없음,0,해당없음,100ml,77,103.9,7.7,1.82,,8.05,1.18,1.2,60.0,3.66,154.0,177.0,391.0,13.0,1.0,142.0,0.069,0.26,1.922,3.69,0.51,35.08,0.29,,,,,,,47.97,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,11.11,1.54,0.52,0.51,3.99,123.04,,0.3,1.8,0.38,0.0,24.01,,2.88,,55.51,15.99,3.11,4.56,0.05,1.11,2.65,,79.86,0.28,0.39,239.1,,0.0,,,,,,,14.81,171.57,,,,,,56.14,,,,,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,118.9ml,해당없음,3,산출,2024-01-31,2025-04-08
D407-366000000-0001,세발낙지찜,D,음식,4,외식(재료량 기반 산출함량),7,찜류,7366,세발낙지찜,736600,해당없음,73660000,해당없음,0,해당없음,100ml,74,59.5,5.5,4.31,,3.8,0.9,1.2,26.0,0.7,87.0,184.0,235.0,13.0,1.0,149.0,0.054,0.099,0.924,0.84,0.11,35.5,0.68,,,,,,,22.96,,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,15.74,0.08,1.0,0.7,5.23,56.68,,0.47,4.15,1.73,0.25,5.14,,5.77,,215.24,0.77,0.95,22.84,0.09,4.95,1.26,,49.71,0.2,1.74,1393.92,,0.02,,,,,,,9.29,412.04,,,,,,29.86,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,600ml,해당없음,3,산출,2024-01-31,2025-04-08
