recipe_id,recipe_nm_ko,servings,ty_nm,cooking_time,level_nm,ingredient_full,step_text,tag
1611,수플레치즈케이크,3,빵,2,초급,"['계란 3개', '크림치즈 200g', '설탕 90g', '옥수수전분 20g', '생크림 150g']","['1. 크림치즈를 부드럽게 풀어준뒤 계란노른자만 넣어 잘섞어줍니다', '2. 생크림을넣고 섞어주세요', '3. 옥수수전분까지 넣어 섞어줍니다!', '4. 계란흰자는 거품을 내어 설탕을 3번나누어머랭을올려주세요', '5. 요정도로 약50%정도만 올려주심되셔요', '6. 머랭은 3번나누어 전반죽에 가볍게 섞어줍니다', '7. 치즈케익은 많이부풀긴하는데 식으면 엄청 낮아저요~ 팬에 꽉차게 부어주시는게좋을꺼같아요 150도 1시간20분 구워주세요\n오븐팬위에 원형틀을 놓고 오븐팬위에 뜨거운물을 부어 중탕으로 구워줍니다오븐', '8. 치즈케익은 냉장실에서 적어도 3시간정도는 차갑게 해주셔야 맛있어요 >,']","['치즈케이크', '수플레치즈케이크', '케이크', '치즈', '크림치즈', '치즈케익', '케익', '홈베이킹', '베이킹']"
1612,몬테크리스토샌드위치,2,빵,30,아무나,"['식빵 6장', '치즈 4장', '슬라이스햄 4장', '계란 1개', '빵가루 ', '파슬리가루 약간', '딸기잼 ', '머스타드소스 ', '슈가파우더 소량']","['1. 먼저 슬라이스햄을 약불에서 살짝만 구워주세요!', '2. 햄을 구웠다면 간단한 불작업은 완료! 이제 샌드위치를 만들어 볼게요~ 먼저 식빵에 딸기잼을 발라주세요!', '3. 그다음 구운 햄을 올려주세요!', '4. 그 위에 치즈도 한 장 올려주세요!', '5. 다시 식빵을 덮고 딸기잼을 발라주세요!', '6. 그다음도 똑같이 햄과 치즈를 한 장씩 올려주시면 돼요!', '7. 이렇게 치즈까지 올려준 후', '8. 식빵에 머스타드소스를 발라준 후 덮어주세요!', '9. 뭉친 것이 없도록 계란을 잘 풀어주신 후, 계란물에 앞, 뒤, 옆 총 6면을 모두 적셔주세요!', '10. 그다음 빵가루에 파슬리가루를 살짝 섞은 후(색감이 예뻐요) 똑같이 6면 모두 묻혀주시면 돼요!', '11. 앞, 뒤, 옆 골고루 빵가루를 묻혀주세요!', '12. \x08자 이렇게 샌드위치가 준비되셨으면 이제 구워줄 차례예요~', '13. 팬에 기름을 넉넉하게 두른 후 기름온도를 높여주세요~! 튀김온도 측정하는 법! 이거 많이들 어려워하시죵.. 빵가루 조각을 하나 넣었을 때 가라앉았다가 바로 올라오면 적절한 튀김온도예요! 튀김온도가 적절하지 않으면 기름만 많이 먹고 눅눅해지거나 넣자마자 새까맣게 타는 수가 있어요! 튀김온도 적절하게 잘 맞춰주세요', '14. \x08튀김온도가 적절하게 맞추어졌으면 이제 샌드위치를 구워주시면 돼요!', '15. 앞면, 뒷면, 옆면 모두 노릇노릇하게 구워줄게요~!', '16. 옆면은 이렇게 세워서....', '17. 6면 모두 노릇노릇하게 잘 구워진 것 같아요!', '18. 이제 먹기 좋은 크기로 잘라주시면 돼요! 저는 4등분으로', '19. 샌드위치를 그릇에 예쁘게 담은 후, 달달한 슈가파우더를 체에 걸러서 곱게 내려줄게요~!', '20. 이렇게 몬테크리스토 샌드위치가 완성되었습니다♥ 빵가루를 묻히니 확실히 바삭바삭해서 맛있어요! 역시 햄, 치즈의 조화는 짱이네요.. 브런치, 간식 등으로 즐기기 좋은 몬테크리스토 샌드위치 만들어보세요~']","['피크닉도시락메뉴노오븐베이킹', '간단한식빵요리', '아이들간식', '베니건스몬테크리스토', '몬테크리스토', '샌드위치', '브런치만들기']"
1613,스콘,2,빵,30,초급,"['박력분                                                                                or 중력분 300g', '베이킹파우더 4g', '소금 4g', '설탕 30g', '버터 60g', '계란 1개', '우유 140g']","['1. 박력분 or 중력분, 베이킹파우더를 체치고 소금, 설탕과 함께 볼에 넣어주세요\n큐브모양으로 잘라준 버터를 잘게 스크랩퍼로 잘라주며 섞어주세요', '2. 분량의 계란을 풀어서 넣고 주걱으로 자르듯이 섞어주세요', '3. 우유도 함께 넣어 섞어주세요', '4. 반죽을 대강 뭉쳐주세요', '5. 스쿱이나 숟가락으로 반죽을 떼어 팬닝해주신 다음 우유나 계란물을 반죽 위에 얇게 발라주세요\n180도로 예열한 오븐에서 15분 정도 구워주세요오븐']",[]
1614,생크림스콘,5,빵,60,아무나,"['박력분                                                                                또는 중력분 200g', '달걀 1개', '무가당 생크림 150g', '설탕 30g', '베이킹 파우더 3g', '소금 2꼬집']","['1. 생크림.달걀을 제외한 재료를 한데 계량하여 주시고 고루고루 섞어주세요 !', '2. 생크림과 달걀을 넣고 자르듯 섞어주세요 ! \n너무 치대지 말아주세요 !', '3. 다 섞인 모습 !', '4. 스쿱이나 스푼으로 가볍게 팬닝해주세요 !', '5. 200도에서 15분정도 구워주시면 되세요 !']","['스콘', '생크림스콘', '베이킹', '홈베이킹', '스콘만들기', '브런치', '빵', '쿠키', '과자', '간식', '디저트']"
1615,계란빵,3,빵,5,아무나,"['핫케잌가루 1종이컵', '계란 4개', '우유                                                                                혹은 물 1/2종이컵', '소금 약간']","['1. 핫케잌가루 1컵. 계란 1개 우유(혹은 물)을 잘 섞어주세요.\n뭉치지 않게 잘 저어주는것이 포인트인데요\n우유를 조금씩 넣으면서 저으면 덜 뭉쳐요~', '2. 걸쭉한 핫케잌 반죽이 완성 되었어요.\n이대로 핫케잌으로 만들어도 좋지만 계란빵이니까~', '3. 준비된 빈 종이컵에\n핫케잌반죽 1/3을 붓고 계란 1개 깨어 넣고\n소금 한꼬집 올려주세요~\n반죽을 너무 많이 넣게되면 익는과정에서 넘칠수있어요\n여러번 해보았더니 1/3정도가 딱 적당했어요.\n소금은 평소 간보다 조금만 더 세게하고 잘 섞어주면 좋아요.\n계란노른자는 꼭 이쑤시개로 콕콕 찔러서 터트려주세요~\n계란노른자를 그냥 넣으면 전자렌지안에서 터질 위험이 있기때문에\n꼭 이쑤시개로 노른자 막을 터트려 주세요~', '4. 전자렌지에 넣고 2분 돌려주세요.\n1개만 넣었을경우 2분정도면 적당하지만 3개를 동시에 넣고\n돌릴때에는 중간중간 확인하면서 저는 4분 돌렸어요.\n전자렌지마다 출력이 다르기때문에 눈으로 확인하면서\n익는정도에 따라 시간은 가감하시면 됩니다.전자레인지', '5. 완성된 계란빵이에요.\n생긴 모양새가 다 달라요 :)\n똑같은 재료로 똑같은 양을 넣었는데도 모양이 전부 다르답니다.\n너무 재미있죠 ?\n아이들과 손쉽게 할수있어 더욱 좋은것 같아요~']","['계란빵', '간단간식', '야식', '간단야식', '야간매점', '간단계란빵', '홈메이드계란빵']"
1616,베이컨에그롤토스트,2,빵,30,초급,"['식빵 300g', '베이컨 200g', '계란 3~4개', '꿀                                                                                or시럽 취향껏', '마요네즈 취향껏', '후추 소량', '머스터드 취향껏', '파슬리가루 소량']","['1. ●재료 준비: 식빵, 긴 베이컨, 시럽or꿀, 머스타드 소스, 마요네즈, 계란, 파슬리 가루', '2. 본재료 준비전에 계란 두개를 완숙으로 삶아주세요~ 10~13분간 팔팔 끓여주기', '3. ●식빵 안에 바를 소스 만들기\n준비했던 매실청이 너무 새콤할것 같아서\n아카시아꿀에 파슬리가루와 머스타드 조금을 넣고 믹스해줬어요\n(소스는 정해진 양없이 맛을 봐가면서 입맛에 맞게 더 첨가하면서 조절해주시면 되욤^.^)', '4. 삶은 계란은 사진처럼 흰자는 잘게 다져주고 \n노른자는 스푼으로 으깨주세요~\n마요네즈에 슥삭슥삭 비벼주면 속에 넣어줄 계란 완셩!', '5. 식빵 밀기 시작', '6. 식빵 끝머리 잘라주고 밀대로 펴주기\n집에 밀대가 없으므로 저는 크린랩으로 활용.\n보기엔 이래도 엄청 잘밀려요..!', '7. 요렇게 가지런히 밀어준 식빵은 놔두고', '8. 이렇게 기본으로 손질된 재료들세팅 완료!!', '9. 사진보시면 과정 다 아시겠져?\n소스를 식빵 한면에 전체로 발라주고 준비한 계란속을\n적당히(많이 넣으면 느끼하고 안말려요)\n깔아주고 또르르 돌려주시면 끄읕', '10. 요렇게 말아준 식빵들은', '11. 계란 2~3개를 풀어서 계란옷을 입혀주세요\n쪼금 번거롭지만 요래야 더 맛있고 안풀리게 구워져요~', '12. 노오란 계란옷을 입힌 식빵들을 이제 베이컨에 말아줘요\n아이구 이쁘당>.', '13. 파슬리 가루까지 뿌려주면 이제 팬에서 뒹굴 준비 완료', '14. 기름을 두르지 않은채로 중불과 약불을 조절하면서\n구워주셔야해요\n베이컨을 말아준 접합 부위 부터 먼저 구워주면 고정이 더 잘되겠죠?\n전체를 돌려가면서 노릇노릇 하게 구워주시면 요리끝+.+', '15. 완성샷', '16. 오븐이 있었다면 더 맛있게 구웠겠지만\n팬으로도 충분히 예쁜 비주얼', '17. 반을 자른 모습~\n속에 있는 계란이 베이컨이랑 너무 잘어울리는 맛', '18. 도시락 피크닉 메뉴로도 강추하고 아이들 간식으도 너무 좋아요\n보기도 좋고 먹기도 좋은 베이컨에그롤토스트\n3개 이상 먹으면 느끼하니까 욕심부리지 않고 나눠먹기:p']","['베이컨', '식빵', '식빵롤', '도시락메뉴', '도시락', '피크닉메뉴', '아이간식', '노오븐간식', '간단간식']"
1617,참치롤샌드위치,3,빵,30,초급,"['식빵 6장', '참치캔 1/2통', '오이 1/2개', '햄 약간', '양파 약간', '마요네즈 1.5숟갈', '백후추 약간', '마요네즈 1숟갈', '머스터드 소스 1/2숟갈']","['1. 오이는 껍질부분만 돌려깎기한 후 채 썰어 준비하고', '2. 햄도 오이 길이에 맞추어 채 썰어 준비해줍니다.', '3. 참치캔은 기름기를 따라버린 후 다진양파 2숟갈과 마요네즈, 백후추를 넣고 고루 버무려 고소하게 만들어줍니다.', '4. 빵에 살짝 바를 소스도 만들어주는데요.. 마요네즈와 머스터드소스를 섞어주면 된답니다.', '5. 식빵은 테두리를 잘라낸 후 사용할거에요.', '6. 식빵은 밀대로 납작하게 밀어', '7. 식빵밑에 랩을 깔고, 납작하게 민 식빵에 마요네즈와 머스터드소스를 섞은 소스를 얇게 발라주고', '8. 준비한 속재료인 참치, 오이, 햄을 가지런히 올려줍니다', '9. 김밥 말듯이 식빵을 돌돌 말아 양쪽 가장자리를 여며준후 30분 정도 두면 샌드위치가 풀리지않고 고정이 된답니다. 이 상태로 나들이 가실때 가져가셔도 되구요. 먹기좋게 잘라서 드셔도 됩니다.']",[]
1618,바나나팬케이크,1,빵,5,아무나,"['바나나 1개', '달걀 1개', '시럽 적당량']","['1. 바나나를 잘라서 볼에 넣어 줍니다.', '2. 잘라진 바나나에 달걀도 넣어 줍니다.', '3. 바나나와 달걀이 잘 섞이도록 섞어줍니다.', '4. 먹기 좋은 크기로 미리 예열한 후라이팬에 구워 줍니다.']","['노밀가루', '다이어트요리', '바나나팬케이크', '팬케이크', '바나나요리', '다이어트', '초간단', '브런치', '산모에게', '좋은', '음식', '산후다이어트', '산후', '스트레스', '바나나', '변비', '독소배출', '산후조리']"
1619,마약토스트,1,빵,15,아무나,"['식빵 1개', '계란 1개', '설탕 1/2숟가락', '마요네즈 ', '파슬리 약간']","['1. 식빵에 마요네즈 1/2숟가락을 골고루 펴준다.', '2. 마요네즈 위에 설탕을 뿌려준다.', '3. 가장자리에 마요네즈를 뿌려준다.', '4. 계란을 식빵 속에 올려준 후 포크로 노른자를 꾹 눌려준다. (전자레인지에 넣으면 터지지 않도록 하기 위함)', '5. 접시에 담은 식빵은 전자레인지에 1분 ~ 1분 30초만 돌려준다.전자레인지', '6. 반숙된 계란 위에 파슬리가루를 뿌려 완성한다.']",[]
1620,참치사과샌드위치,1,빵,10,초급,"['참치 1캔', '사과 1/2개', '양파 1/2개', '피망 1/2개', '식빵 \u200b ', '마요네즈 4큰술', '허니머스터드 1큰술', '후추 ']","['1. 기름기를 쏙 뺀 참치, 양파, 피망, 사과를 곱게 다져 볼에 넣습니다.', '2. 마요네즈와 머스터드, 후추를 넣고 고루 섞어줍니다.', '3. 식빵에 두툼하게 바르고 식빵을 덮고 4등분으로 썰어줍니다.']",[]
1621,단호박빵,3,빵,30,중급,"['단호박                                                                                or 고구마2~3개 1개', '계란 2개', '견과류 2봉지', '꿀 1~2큰술']","['1. 단호박은, 반으로 갈라~ 수저로 씨를 파내고 찜기에 쪄주셔도 되고! \n간단하게 위생비닐에 넣고 공기가 통하게 살짝 묶어, 전자렌지에 5분정도 돌려~잘 익혀줍니다.전자레인지', '2. 그리고 익힌 단호박은 으깨주어요~', '3. 팍팍! 잘 으깨진 단호박이 준비 되셨다면!!', '4. 계란을 분리해 줄 차례!!\n흰자는 따로 좀 큰~~~볼에 담아놓고!', '5. 노른자는 으깬단호박과 잘 섞어줍니다.', '6. 고구마로 하실땐, 우유를 조금 부어 부드럽게 만들어주면 맛있지만!\n단호박은 우유를 넣으면 질퍽~해지는 느낌이라서 패쓰~!', '7. 요 흰자는 머랭을 쳐줄꺼에요!!!', '8. 거품기가 있어 요걸로 쉽게~ 만들..............................', '9. 어 주려고 했으나...........\n거품기가 너무~작아서 그냥 손으로 하는게 훨 빠른듯.', '10. 한 방향으로 재빨리저어~ 요렇게 거품을 만들어주어요.', '11. 특별한 스킬없어요!  그냥 계속 저어주시면 되요~!\n전혀 어렵지 않음! but. 물이 들어가지않게~ 주의!!', '12. 거품이 줄줄~ 흐르지않게 생크림처럼 만들어주시면 되요~\n그릇을 엎어도 팍! 안떨어지게!!', '13. 요렇게 만든 머랭은 단호박에 잘~ 섞어주고~!!', '14. 여기에, 꿀을 한두큰술 넣어 준답니다.', '15. 오늘은 단호박빵에 견과류도 넣어줄 예정!!\n견과류는 봉지를 뜯지않고~ 잘 빻아 다져줍니다', '16. 마이쏭은 한봉지 넣었는데 만들고나니, 2~3봉지는 넣어줘야 겠더라구요~!!', '17. 견과류까지 넣고 잘~ 섞어주면', '18. 끝!!!!', '19. 그릇에 담아, 랩을 씌워 전자렌지로 익혀줘도 되지만!\n마이쏭은 밥솥으로 만들꺼에여~~\n위쪽이 평평해 지도록~ 밥통에 넣어 준 뒤,', '20. 만능찜을 눌러 취사!!! 20분정도 걸리나보오.', '21. 그리고 드디어 완성된 단호박빵!!!\n너무 안익었다싶음 5~10분정도 취사다시한번 해 주심되요~걱정은 놉!', '22. 노오~란 색감이 너무너무 예쁘죠? \n살짝 부풀어오른 단호박빵!!  완전 먹음직 스러워 보인다는!!', '23. 이렇게 만든 단호박빵은! 주걱으로 밥통 가장자리를 둘러가면서\n살짝살짝 눌러줍니다.', '24. 그리고 그릇에 밥통을 엎어주면!! 빵이 들러붙지않고, 쏘옥! 나온다지요!!\n노릇노릇~ 맛있게 잘 익었쥬?', '25. 케이크처럼 예쁘게~ 컷팅을 해 주지요~!!!', '26. 단호박과 으깬견과류가 듬뿍!\n으깬 견과류가 씹히니, 식감도 좋고 건강은 두배! \n단호박의 단맛이 그대로! 물리지않으면서 맛있고~ 매우 담백하답니다', '27. 고구마로 만들어도 단호박으로 만들어도! 너무너무 맛있답니다 \n이게 무슨 다이어트요리야!  그냥 평소에 만들어먹어도 넘~ 맛있다구요!살찔걱정없이 먹을 수 있는 빵! 어른들 간식, 야식으로도~ 건강한 아이들간식으로도! 속편하게 아침브런치로도!!너~무 좋은 단호박빵! 마이쏭은 요새 다이어터중이라, 한끼대용으로도 먹어준다지요.^^']","['오븐없이빵만들기', '노오븐노버터빵', '밥솥빵', '전자렌지빵', '단호박빵', '고구마빵', '다이어트빵', '밀가루없이빵', '빵만들기']"
1622,또띠아피자,2,빵,30,초급,"['또띠아 1장', '감자 2개', '모짜렐라치즈                                                                                또는슬라이스치즈 ', '견과류 조금', '양파 ', '피망 ', '버섯 ', '식용유 ', '케찹 ']","['1. 감자를 길게 6~8등분으로 썹니다.', '2. 물과 함께 감자를 3~4분 동안 삶아 주세요.', '3. 체에 건진 후 물기를 빼 주세요.', '4. 팬에 기름을 두르고 감자 앞, 뒤, 옆면을 굽습니다.', '5. 또띠아 1장을 오븐팬에 놓고 케찹을 동그랗게 발라 주세요.', '6. 그 위에 구워 두었던 웨지감자를 동그랗게 놓습니다.', '7. 저는 호두 조금을 같이 넣어 보았습니다. 그리고 남은 베이컨 1장이 있길래 구워서 함께 넣어 보았어요.. 냉장고에 있는 야채들을 활용하시면 됩니다.(양파, 피망, 버섯등등)', '8. 그 위에 치즈 뿌려 주시고 예열오븐 180도에서 5~10분 구워 주시명 완성됩니다. 만약 오븐이 없으시면 전자렌지에 치즈만 녹여서 드시면 된답니다. 전자렌지에서 1분 단위로 치즈를 녹여 주시면 돼요.전자레인지 , 오븐']",[]
1623,식빵사과파이,3,빵,30,아무나,"['사과 2개', '버터 1스푼', '설탕 3스푼', '식빵 8장', '올리고당 4스푼', '계피가루 1티스푼', '계란 1개']","['1. 식빵사과파이,애플파이 만드는 법', '2. 재료:사과2개,버터1스푼,설탕3스푼,식빵8장,올리고당4스푼,계피가루1티스푼,계란1개\n[계량은 밥숟가락과 티스푼기준]', '3. 사과의 껍질을 제거후에 깍뚝썰어서 준비합니다\n크기는 너무 크면 파이만들때 속이 다 터져버려요', '4. 후라이팬에 버터 1스푼을 넣고 다져넣은 사과를 넣고 볶아주세요.', '5. 사과를 볶다가 설탕3스푼,올리고당2스푼,레몬즙1스푼을넣고 졸이면서 볶아줍니다.', '6. 사과를 졸이는 사이에 식빵의 테두리를 모두 제거해주세요.', '7. 테두리를 모두 제거한 식빵은 밀대를 이용해서 납작하게 만들어주세요.', '8. 사과를 어느정도 졸였으면 계피가루 1티스푼,올리고당2스푼을 넣고 다시 볶아줍니다.', '9. 다시한번 볶아주시고 여기서 맛을 본후 좀더 달게 드시고 싶으시면 설탕을 추가하시면 되고,\n계피향이 많이 나는게 좋으신 분들은 계피가루를 좀더 넣어도 상관없어요.', '10. 사과를 졸여주었다면 이제 계란 1개를 풀어서 준비합니다.', '11. 밀대로 밀어놓은 식빵위에 사과를 올리고', '12. 테두리 부분에 계란물을 뭍혀서 잘 붙도록 해줍니다.', '13. 식빵을 반으로 접은뒤 포크를 이용해서 양면을 붙여줍니다.', '14. 포크로 눌러주면서 양면을 붙인후 지저분한 부분은 칼로 정리해 주시고\n가운데도 모양을 내주시면 좀더 예쁘게 만들수 있어요^^', '15. 식빵 겉면에 다시 계란물을 골고루 입혀줍니다.', '16. 180도로 예열한 오븐에 10분정도 구워주세요.오븐', '17. 이렇게 해서 식빵을 이용한 식빵사과파이가 완성이 되었어요.']","['요리레시피사과파이', '식빵파이', '식빵사과파이만들기', '아이간식만들기', '식빵짜투리요리']"
1624,햄치즈프렌치토스트,1,빵,15,아무나,"['식빵 2장', '계란 2개', '햄 ', '슬라이스치즈 1장', '마요네즈 살짝']","['1. 먼저 식빵 2장에 마요네즈를 얇게 발라줍니다.', '2. 한쪽에 슬라이스 치즈를 한장 올려줍니다.', '3. 그 위에 햄을 올려줍니다.저는 먹다 말은 통조림 햄이 남아서 잘라서 올려줬어요 :)', '4. 그리고 나머지 한쪽 식빵을 위에 덮어 주구요.양쪽 가는 안잘라도 상관없지만저처럼 먹기 싫다면 제거해줍니다.', '5. 먹기 좋게 자릅니다.', '6. 계란2개를 풀어 앞뒤옆 골고루 잘 묻혀줍니다.', '7. 오일 두른 팬에 앞뒤로 노릇하게 구워주기만 하면 끝.', '8. 그냥 프렌치토스트보다 더 맛있는햄치즈 프렌치토스트 만들기 완성♥']","['식빵', '프렌치토스트', '햄치즈프렌치토스트', '초간단', '간단간식', '간단한끼식사', '간편요리', '간편간식', '고소간식']"
1625,계란후라이토스트,1,빵,5,아무나,"['식빵 2장', '계란 1개', '슬라이스 햄 1장', '슬라이스치즈 1장', '양파 1/4개', '설탕 적당히', '케찹 적당히']","['1. 먼저 달궈진 팬에 기름 약간 두르고 계란 후라이를 해줍니다.반숙 싫으시면 노른자를 톡 깨 주세요햄과 치즈가 들어가 따로 소금간은 하지 않아요', '2. 계란 후라이 위에 양파 올리고 취향것 설탕을 솔솔 뿌려주시구요!그 위에 햄-치즈를 올리고 식빵 1장을 덮어 주신뒤 뒤집어 줍니다', '3. 뒤집어 주면 이런 모양이 나옵니다', '4. 그 위에 케찹을 취향것 뿌리시고 남은 식빵 1장으로 덮어주시고 앞뒷면을 약불에서 살짝 구워주심 끝!', '5. 바쁜 아침 5분뚝닥 계란후라이 토스트 완성입니다.커피나 우유를 곁들여 같이 드시면 든든한 한끼가 된답니다.', '6. 한입 먹어보니 이 조합은 꿀조합이라 말이 필요없이 맛있구요. 아삭한 양파와 새콤한 케찹소스때문에 느끼함 없이 드실수 있습니다']","['계란후라이토스트', '계란후라이', '토스트', '토스트레시피', '간단한요리', '간단한아침', '아침메뉴', '초간단', '식빵요리', '간식']"
1626,클럽샌드위치,1,빵,30,아무나,"['식빵 3장', '햄 ', '계란 1개', '양파 ', '토마토 ', '양상추 ', '마요네즈 1큰술', '머스타드 1/2큰술', '다진피클 1/2큰술']","['1. 햄은 얇게 썰어서 준비합니다.\n샌드위치햄을 준비하셔도 좋습니다.', '2. 식빵은 노릇하게 구워서 준비합니다.\n버터로 굽지않고 올리브오일 살짝 뿌려서 구워줬어요.', '3. 방울토마토 썰어주고.\n큰토마토가 있음 더 좋습니다.', '4. 양파도 썰어주고.', '5. 계란후라이하나부쳐줍니다.\n햄은 데쳐서 사용하는게 좋지만...\n계란옆에서 살짝 구워줍니다.', '6. 간단하게 샌드위치스프레드를 만들어요.\n마요네즈1큰술에 머스타드 2/3큰술\n다진피클1/2큰술을 넣고 섞어 줍니다.', '7. 담백하게 구워낸 식빵 한쪽면에 \n샌드위치 스프레드 펴발라주고.', '8. 구운햄 듬뿍 올려주고\n재료를 아끼지 않는게 포인트죠~\n계란후라이 올려주고.\n또 한장의 식빵에 스프레드 발라 덮어주고', '9. 토마토와 양파올려주고\n양상추 듬~뿍 올려줍니다.\n양상추에 물기는 없도록!\n그리고 역시나 재료아끼지않기', '10. 또한장의 식빵 한쪽면에 스프레드 발라서 뚜껑 덮어주세요.', '11. 샌드위치 유산지에 꽁꽁 싸매주세요.\n유산지가 없다면 랩!!']","['클럽샌드위치', '샌드위치', '간단샌드위치', '아이간식', '도시락', '샌드위치도시락']"
1627,몬테크리스토샌드위치,1,빵,30,초급,"['샌드위치 식빵 3장', '슬라이스 햄 2장', '슬라이스 치즈 2장', '달걀 1개', '연유 1큰술', '머스타드 소스 약간', '버터 약간']","['1. 재료 간단합니다. 샌드위치 식빵과 슬라이스 치즈와 햄을 준비해 주세요.', '2. 식빵의 테두리는 잘라 주세요. 버리지 마시고 말려서 빵가루를 만드시면 좋습니다.', '3. 식빵에 머스타드 소스를 살짝 펴 발라 주세요.', '4. 슬라이스 햄과 치즈를 번갈아 올린 후 다시 식빵을 올리고 햄과 치즈를 다시 올리고 마지막 식빵을 덮으면 끝입니다.', '5. 달걀 1개와 연유 1큰술을 넣고 잘 섞어 주세요. 연유 달걀물에 식빵을 충분히 적셔 주세요.\n되도록이면 옆면도 꼼꼼하게 적셔 주세요.', '6. 달군 팬에 버터를 녹인 후 식빵을 노릇노릇하게 구워 주세요. 굴려 가면서 옆면도 익혀 주세요.']",[]
1628,롤샌드위치,2,빵,15,초급,"['식빵 ', '치즈 ', '오이 ', '당근 ', '햄 ', '마요네즈 ']","['1. 식빵 테두리를 가위나 칼로 말끔하게 잘라 줍니다.', '2. 자른 식빵을 나무 방망이나 빈병을 이용해서 납작하게 밀어 줍니다.', '3. 밀어 놓은 식빵위에 치즈를 얹고 햄,오이,당근을 올려주고 마요네즈도 살짝~ 발라주세요', '4. 돌돌돌 말아서 랩으로 감싸서 잘 달라붙게 잠시 놓아 두었다가 3등분으로 잘라서 그릇에 담아주면 롤샌드위치가 완성~~!!']",[]
1629,마약토스트,1,빵,5,아무나,"['식빵 1장', '마요네즈 조금', '설탕 2꼬집', '계란 1개']","['1. 전자렌지에 들어갈 접시 위에\n식빵을 놓고\n마요네즈를 한바퀴 두른다', '2. 그 위로 설탕을 두 꼬집 정도 솔솔 뿌린다', '3. 계란을 올리고', '4. 노른자는 포크로 찍어 터뜨려 준다', '5. 전자렌지에 1분 돌린다전자레인지', '6. 우유와 곁들이면 초스프드 마약토스트 완성!']",[]
1630,프렌치토스트,1,빵,15,초급,"['식빵 3장', '계란 2개', '우유 150ml', '설탕 4T', '버터 1~2T', '소금 1꼬집']","['1. 그릇에 계란, 소금을 1꼬집 넣어 잘 풀어줍니다.소금은 음식의 단맛을 더 강하게 느끼게 해줍니다.', '2. 설탕, 우유를 넣어 잘 섞어 줍니다.', '3. 식빵 3장의 끝부분을 최대한 얇게 잘라줍니다.', '4. 용기에 자른 식빵을 넣어줍니다.', '5. 만들어 둔 계란물을 부어 빵이 계란물을 모두 흡수 할 수 있도록 냉장고에 8시간 이상 숙성해둡니다.', '6. 팬에 버터를 녹여줍니다.최고약불', '7. 버터가 다 녹으면 빵을 넣어줍니다.최고약불', '8. 뚜껑을 덮어 10분간 구워줍니다.최고약불', '9. 뒤집어서 또 10분간 구워줍니다.', '10. 다 익으면 접시에 담아줍니다.']","['프랜치토스트', '일본식', '식빵', '폭신', '달달', '얌무']"
1631,토스트,2,빵,15,아무나,"['식빵 4장', '버터 1조각', '양배추 2~3장', '양파 1/4개', '다진마늘 1.5개', '올리브유 1개', '마요네즈 2.5개', '딸기잼 적당량']","['1. 양배추는 가늘게 채 썰고, 양파도 역시 채썰어 준비하고', '2. 양파는 찬물에 담갔다 키친타올을 이용해 물기를 빼주고\n다져준다.', '3. 팬에 식용유1을 두르고 다진마늘1.5를 넣어 노릇하게 볶아준다.', '4. 그릇에 마요네즈 2.5 그리고 볶아놓은 다진마늘을 넣어 고루\xa0섞어주고', '5. 팬에 버터1조각을 녹이고', '6. 식빵을 구워준다.\n버터 없음 그냥 구워주세요.', '7. 구운 식빵에 딸기잼을 바르고\n잼은 집에 있는걸로 응용하세요.', '8. 잼 위에 만들어 놓은 마늘마요네즈를 바르고', '9. 채썰어 놓은 양배추 올리고', '10. 다져놓은 양파도 올리고', '11. 케찹 뿌려주고 남겨두었던 빵을 덮어주면 끝', '12. 구혜선 토스트 완성\n햄,달걀을 넣지 않아도 충분히 맛있답니다.']","['구혜선토스트', '신혼일기레시피']"
